id,Finding
102328768227590145,False
102720720068558848,False
107206616859947008,False
109385443744808960,False
109993249808191489,False
112616976551124992,False
113040279916912640,False
115971969899446272,False
124166987600498688,False
128169130057666560,False
128827699887226880,False
131341728392282112,False
131350707545702400,True
137163822799650817,False
140177392403619841,True
140677159873282048,False
140866202250645504,False
141593834940407809,False
142914936404836352,True
143686412770869248,False
144027097575325696,False
144116973440221184,True
145584128513937409,True
149955623109402626,False
150691033401929728,False
152784168202412032,False
152827619098898432,False
155359620959977473,False
158698959706132480,False
160037287428763649,False
160399811953164288,False
160812799860277248,False
161505863998251010,False
162998101676785664,False
163373144726437888,False
164017811759439872,False
164433307474464768,False
165587491041193984,False
165769415177142274,False
166191372372688896,True
166633344921124864,False
168307084805423104,False
168326961557536769,True
169916282433572864,False
170153917974462466,False
170263768419405824,False
170521296990511104,False
172400263896891392,True
172448810952425472,False
173789664006770688,False
174137208004026368,False
174250953715892224,False
175237697248563201,False
176258911526076417,True
176600647846739968,False
176646684116402177,False
177893038172012545,False
181402271001743360,False
183556691500077056,False
183651072781463552,False
183882824347160576,False
185335253668339713,False
186042233110278144,False
187099439138222080,False
189077432530243584,False
189283864835919873,False
189283864835919000,True
189300134620835840,True
191559743901413376,False
192017579219488768,False
192066051863887874,False
192201570602074112,False
192236143369142273,False
192498021706104832,False
192684428533829632,False
193147247125463041,False
193213123258359810,False
193387385797619712,False
193749409253691392,False
194049325259694081,False
194790251103928321,False
194892068064198656,False
195469461665480705,True
196034037113040896,False
196326902779219968,True
196997650887872512,False
198077184034877440,False
198077184034877000,True
198082334971543553,False
198348930369593344,False
198371715909292033,True
199132123691626497,True
199427369373663232,True
199546491751251969,False
199860214911090688,False
201730679527055363,False
201763828252413953,False
201777994409324544,False
201782076914143232,False
201788821568897024,False
201802721018392576,False
201996984356311041,False
202579458740322304,False
202725766331502592,False
202827364953100289,False
203288314801963008,True
203583565022232578,False
204829863926956032,False
205228608313241600,False
206324590362898432,False
206385337029763073,False
206394134980857856,False
206789162307813376,False
208034812768960512,False
209302175166373888,False
209336169102708736,False
209377900506513410,False
209691824250568704,False
210061221595066368,False
210119206631522305,False
210327567553675264,False
210427019052318722,False
210427375798857728,False
210430401414565889,False
210430873848381440,False
210440473314213888,False
210454841099685888,False
210456379767521280,False
210642899187146752,False
210831445940379648,False
211051967626223616,False
211479760939917312,False
211837099358420994,False
211920145621336064,False
211920145621336000,True
212253057956847616,False
212627732767580160,True
212816336487841792,False
212939995219099648,True
213219400868839424,False
213952685584556032,False
214056875652677632,False
214067555374088192,False
214292630358601730,False
214307874464206848,False
214338007082340353,False
214697190579380224,False
214749609141092354,True
215386777966489602,False
215405783070937088,False
215469683879587843,False
215477343177818112,False
215945214366466048,False
215947653190651905,False
216113102771593216,True
216195703830093824,True
216275359061118976,False
216532789040906240,False
216870070780035072,False
216904658353012736,False
216912157156196352,False
216950899539587073,False
216994613536358400,False
217195903679856640,True
217228135438098432,True
217269986526380032,True
217364106531975168,False
217371770909499392,False
217575072318226432,False
217608611692683264,True
217726994144698368,False
217907075764850690,True
217977265844264960,False
218012616579219456,False
218024287930548225,False
218080002653175808,False
218280924478062593,False
218476913180688384,False
218673135841587200,False
218694171643478017,False
218793561234214913,True
219006315337486336,False
219100618512535552,False
219121964390948864,False
219125299642761216,False
219588735757598720,False
219731710454149120,True
219803596525543425,True
219808303532867584,False
219944276413521920,False
220190132572131329,False
220305934742863873,False
220505165491470336,False
220512521663152128,False
220613478883401728,True
220646413359517696,False
220921310153424896,False
220992104241963008,False
220996178458845185,False
221288492632784896,False
221325820499726336,False
221339441225142273,False
221543008443711489,False
221561755262926848,False
221686543025324032,False
221943038015049728,False
222013779305705473,False
222028276313505792,False
222067222380683265,False
222093888641445889,True
222206842401595392,False
222275468060139521,False
222705118712311808,True
223058713236357120,False
223119213483663360,False
223559535124680704,False
223778049861222400,False
223782304244449280,False
223806589327515650,False
224163982599127041,False
224594871837663232,False
224796115151749120,False
224902453890519041,True
224954570273603584,False
224980669799989250,False
225201238910840832,True
225213897995583489,False
225234247420616706,True
225249936663515136,False
225390614534029313,True
225640232849121280,True
225644511819333633,True
225645337577140226,False
225658952367628290,False
225881224030339072,False
225924036083994624,False
225948353236725760,True
225951051528945664,False
225999255997927425,False
226015440009306113,False
226017620099465217,False
226022247914168321,False
226247270755074048,False
226372693749035008,True
226420262898368513,True
226635181358989314,False
226652747859103744,False
226695143762317312,True
226711924258271232,False
226802750674046977,False
226804128054140929,True
226969554910318593,True
226990858476609536,False
227095322629910529,False
227101961370099712,False
227105486472896512,False
227183362543075328,False
227346839660281856,True
227371699878891520,False
227417496762855426,False
227426415488950272,False
227430359212621825,False
227433524444155904,False
227453555315982337,False
227467199273652224,False
227467404882636800,False
227494504960229376,True
227643892118474752,False
227700483505139712,True
227730490717782016,False
227755102763638786,False
227844373814067200,False
227850449229869057,False
227896462703472641,False
228059577659310080,True
228068907464929280,False
228110796989804544,False
228138401151475712,False
228151306047594496,False
228405094226477056,False
228458577768116224,False
228503266156244992,False
228550137104969728,False
228942435789729792,False
229021953435004929,False
229272922144010240,False
229404046946078721,False
229571989860392960,False
229624989962346496,False
229625992581361664,False
229632963174862848,False
229643456086175744,False
229653340714332160,False
229668211128401920,False
229756387280949251,False
229907210052976640,False
229907758588243968,False
229921641885483009,False
229963930024435712,False
230236065196302337,False
230289028602273792,False
230360896080334848,False
230411696789913600,False
230638789616361472,False
230782272717078528,False
230793347927793665,False
230989338207461378,False
231055688456085505,False
231077321048748032,False
231085407150936065,True
231099989147934720,False
231401448661999616,False
231462211044921344,False
231633520777371648,False
231895471994597376,False
232052265983291392,False
232173856910082048,False
232282473072046080,False
232619108544434176,False
232756566120620032,False
232789406652698624,False
232845217835917312,False
232875674812174336,False
232983271506579456,False
233160078327431168,False
233218754132193280,False
233228040564510720,False
233250367612272640,False
233452197738856448,False
233464290575802368,False
233500314727223300,False
233543207869366272,False
233562089673867264,False
233568859012091904,False
233572809815764993,False
233738913628450816,False
233877186094985216,False
233937777518055425,False
234189867557462016,False
234201608844611584,False
234208868996100096,False
234252763486384129,False
234274579428831232,False
234289576204697600,False
234336867313676289,False
234358219240251392,False
234363846985392132,False
234366424439726080,False
234374750946861056,False
234382281660317696,False
234437494962286592,False
234669276840210433,False
235134346368004096,False
235234812401684480,False
235329514140491776,False
235402004653027329,False
235478770121859072,False
236017523311665152,False
236038078609907714,False
236070772022595584,False
236147486283145216,False
236175209961508864,False
236186472519180290,False
236424643261648896,True
236501669549047808,False
236531823709138945,False
236550262100213760,False
236576220182106112,False
236594662595506176,False
236629376865808384,False
236794736470532097,False
236809243376893952,False
236823853681233920,False
236828650115301376,False
236897956161257472,False
236988964261744640,False
237214297825087488,False
237240291206258688,False
237256742667448320,False
237284451581845504,False
237491734085513216,False
237546103342501889,False
237625500518998020,False
237645331234451456,False
237645717429182464,False
237662344912711680,False
237674055929561089,True
237824094379327488,False
237887253676957698,False
237960791205228544,False
238348857568808960,False
238363070743859200,False
238578194855391232,False
238673061409325057,False
238995067447177216,False
239051285414940672,False
239057805271789568,False
239297197492027393,False
239437260821524480,False
239674324846522368,False
239674549015306240,False
239728965525307393,False
239742037447041025,False
239755258815979520,False
239821964938711040,False
240049926363553792,False
240114167732924419,False
240461895100952576,False
240475499221106688,False
240748817316708353,False
240925161497444352,False
240961372287033344,False
241147219019956225,True
241203199669858304,False
241371717438676992,True
241551308795039746,False
241602715464118273,False
241847922717753344,False
241868060603056128,True
241941582570459136,False
241958957588029440,False
242039724682907648,True
242199499248898049,False
242314071058305024,False
242671281214988288,False
242747607078801409,True
243280235334873088,False
243630837336260608,False
243711960686919681,False
243743538695794689,False
244106341793284096,False
244148596633649152,False
244393650056990720,False
244415889485746176,False
244811810086191105,False
244942828122296320,True
244945728781291520,False
244954258951258113,False
245234454925299713,False
245286034106089472,False
245497379623686144,True
245818315841351681,False
245837179824271360,False
245923852167819264,False
245970792666497024,False
245978791854362624,False
246179311508418560,False
246202169131429889,False
246217574390583296,True
246312865085153280,False
246510850972721152,False
246664417691959296,False
246923045862776832,False
247014858695000066,False
247059840806043648,False
247326243098349569,False
247354214051893248,False
247367972547620864,False
247464306105528320,False
247942149839147008,False
248196487144673281,False
248441682339704832,False
248908069885603841,False
249212769675640833,False
249627186565369856,False
249846287434924033,False
250225028627574784,False
250273389472780288,True
250405998156709889,False
250668417261129728,False
250680741653004288,False
250987412396847104,False
252528881746190337,False
252801051248447488,False
253515737224859650,False
253587026434224128,False
254648458538004481,False
254747691286945792,False
254988470186016769,False
255972135456083970,False
257419936962605056,False
257438844218114048,False
257457206004428800,False
257854110798336001,True
257858935678189568,False
257874244531269632,False
258312266372489217,False
258972553643712512,False
259263919762321412,True
259387324549451776,False
259653549909221376,False
259661307601616896,False
259698601335341056,False
259699584266289153,False
260209544188289026,False
260210439802208257,False
260211388180488193,False
260471188269187073,True
260818766059941889,False
261729201437155328,False
261818943684096000,False
261821706610540544,False
261822910908489728,True
262111239331774465,False
262111240917237760,False
262111244125863936,False
262672243996368896,False
262940262265913345,False
263751608695939072,False
264365594873298944,False
264484851288268800,False
264752941305573378,False
265290717004447744,False
267678304750948354,False
